cycle,capacities,Voltage,Current,resistance,SOH
848,0.467547545,3.334003871,-1.099553006,0.117405631,0.425043222
849,0.45839344,3.337278598,-1.099578806,0.117511779,0.416721309
850,0.44921228,3.339592324,-1.099584422,0.118322201,0.4083748
851,0.430880644,3.424509547,-1.099574936,0.118429288,0.391709677
852,0.421690804,3.409488876,-1.099558263,0.119943053,0.383355277
853,0.42170006,3.401338541,-1.099589325,0.121454097,0.383363691
854,0.412529309,3.408269957,-1.099557863,0.120644405,0.375026644
855,0.403354139,3.396336473,-1.099568486,0.119834706,0.366685581
856,0.403369245,3.389634247,-1.099523336,0.119240448,0.366699314
857,0.394183455,3.374373153,-1.099534623,0.120753482,0.358348596
858,0.394183456,3.376202406,-1.099526218,0.120862767,0.358348597
859,0.394200005,3.38017699,-1.099505668,0.120644405,0.358363641
860,0.394191016,3.369126527,-1.099541003,0.121454097,0.358355469
861,0.394183245,3.366279756,-1.099504272,0.120644405,0.358348405
862,0.394186535,3.364365917,-1.099496245,0.119943053,0.358351395
863,0.385033605,3.365678973,-1.099540393,0.120535515,0.35003055
864,0.37586618,3.378950029,-1.099512299,0.121344477,0.341696528
865,0.375866214,3.378759363,-1.099504272,0.119943053,0.341696558
866,0.366675627,3.373150905,-1.099496245,0.122851528,0.333341479
867,0.256677191,3.383149315,-1.099556172,0.120862767,0.233342901
868,0.357517223,3.382246877,-1.099543286,0.121454097,0.325015657
869,0.357541323,3.363456837,-1.099539086,0.122153439,0.325037566
870,0.357551843,3.368346765,-1.099491085,0.120972238,0.32504713
871,0.348383066,3.366174564,-1.099581701,0.122374333,0.316711878
872,0.339208712,3.35659961,-1.099603726,0.120862767,0.308371557
873,0.348375175,3.348050438,-1.099593397,0.120862767,0.316704704
874,0.34837515,3.339918469,-1.099600737,0.120753482,0.316704681
875,0.35755797,3.366809148,-1.099605533,0.121344477,0.3250527
876,0.3575414,3.357693511,-1.099582031,0.120644405,0.325037636
877,0.348374927,3.367167884,-1.099582031,0.120644405,0.316704479
878,0.339218163,3.344159595,-1.09961208,0.121454097,0.308380148
879,0.330024515,3.362861808,-1.09962575,0.122851528,0.300022286
880,0.33002747,3.360840216,-1.099581701,0.120862767,0.300024973
881,0.320859977,3.368661278,-1.099586546,0.122263789,0.291690889
882,0.320863036,3.360055612,-1.099610164,0.123184755,0.291693669
